user_name,text,created_at,favorite_count
Rep. Dotie Joseph,"""First they came for the socialists, and I did not speak out—Because I was not a socialist

Then they came for the… https://t.co/QQnAZ6KN07",2023-04-06,10
Rep. Dotie Joseph,"Still spotlighting the phenomenal women in the Haitian TIme's feautire on ""The excellence of Haitian women."" This t… https://t.co/IExk8S1hrn",2023-04-05,16
Rep. Dotie Joseph,RT @fineout: Per an attorney - Protesters picked up by police outside City Hall - including State Sen. @LeaderBookFL &amp; Fla Dems chair @Nikk…,2023-04-04,0
Rep. Dotie Joseph,"@womenonthemove1 Agreed! Now, we just need people to show up and #VOTE",2023-04-04,1
Rep. Dotie Joseph,The shirt! https://t.co/hgATYztA0m,2023-04-04,11
Rep. Dotie Joseph,Defense counsel is on the way,2023-04-04,4
Rep. Dotie Joseph,"Florida is not free:

Florida Democratic Party Chair Nikki Fried and Senate Minority Leader Lauren Book arrested al… https://t.co/OprrRn40NA",2023-04-04,29
Rep. Dotie Joseph,@AmoreNora @KeithOlbermann This!,2023-04-03,12
Rep. Dotie Joseph,https://t.co/38qT0iw7xd,2023-04-03,7
Rep. Dotie Joseph,What happens when you mix a thinly veiled desire to protect fossil fuel industry's ability to access loans zero und… https://t.co/4xwmSBYn89,2023-04-03,2
Rep. Dotie Joseph,https://t.co/TbutUV5XzD,2023-04-02,2
Rep. Dotie Joseph,Humbled to be counted among the #Haitian women showing excellence daily by the @HaitianTimes_  for… https://t.co/VXIhzxvTvr,2023-04-01,12
Rep. Dotie Joseph,RT @KevinChoFL: #HappyDoctorsDay to all the physicians that uplift the practice of medicine by always putting our patients first.  Here’s a…,2023-03-31,0
Rep. Dotie Joseph,"RT @VanessaBritoMia: ""Free states don't ban books..."" @RepDotieJoseph",2023-03-30,0
Rep. Dotie Joseph,Included in the Haitian TImes' selection of #HaitianAmerican women who have excelled is my friend and fellow freedr… https://t.co/ZvLDeexP11,2023-03-30,1
Rep. Dotie Joseph,Highlighting #HaitianAmerican women for #WomensHistoryMonth care of the @HaitianTimes. Kicking it off with a dynami… https://t.co/o7Zi4R5Aik,2023-03-29,3
Rep. Dotie Joseph,https://t.co/EoRLceo5be,2023-03-28,2
Rep. Dotie Joseph,"Meanwhile, the GOP just passed permitless untrained carry in Florida... https://t.co/jFgyqMty9G",2023-03-27,7
Rep. Dotie Joseph,"RT @DadeDelegation: House Minority Leader Pro Tempore , Rep. Dotie Joseph honored House Minority Leader, Rep. Fentrice Driskell for Women H…",2023-03-27,0
Rep. Dotie Joseph,"Be careful with eye drops as several have been recalled amid reports of serious infections, blindness and in some c… https://t.co/2hB6a7IUFp",2023-03-24,3
Rep. Dotie Joseph,"RT @JacksonLeeTX18: Congratulating @K_JeanPierre, for making history as the first African-American and first African-American woman to serv…",2023-03-23,0
Rep. Dotie Joseph,"RT @VMEstimeIrvin: https://t.co/cz9yD8QpW9 Join NHAEON Listening Session on Senate Bill 369 on Wednesday, March 22 at 7:00 pm. https://t.co…",2023-03-22,0
Rep. Dotie Joseph,"The Voyager Scholarship was created by the Obamas and Brian Chesky, Airbnb Co-founder and CEO, to help shape such l… https://t.co/kheylncdDD",2023-03-21,2
Rep. Dotie Joseph,"The GOP a millionaire school coupon program, while continuing to attack teachers, and failing to support public sch… https://t.co/i5ajiNWkUr",2023-03-20,5
Rep. Dotie Joseph,RT @tomaskenn: HB1 passed in the Florida House. It’s a GOP-led handout to millionaires and a $4 billion corporate giveaway designed to elim…,2023-03-18,0
Rep. Dotie Joseph,"HB 1445 targets female dominated #teachers &amp; #nurses #unions, but expressly excludes police &amp; fire--male dominated… https://t.co/u83jJTfPKg",2023-03-18,13
Rep. Dotie Joseph,"RT @DadeDelegation: Opening Day and Week recap of the 2023 Legislative Session. 

House of Representatives Edition??

1. Speaker Designate,…",2023-03-15,0
Rep. Dotie Joseph,"This Saturday at Oak Thrive Park, check it out https://t.co/89CUbLOeZk",2023-03-14,3
Rep. Dotie Joseph,https://t.co/CZgbJ8nyqd,2023-03-12,5
Rep. Dotie Joseph,RT @VanessaBritoMia: #DeSantis has ensured the @FloridaGOP cowers to him; passing bills with language so broad it's allowed the right-wing…,2023-03-11,0
Rep. Dotie Joseph,"If this bill passes, financial institutions will be caught in the middle of trying to follow federal laws (includin… https://t.co/VpIVNhxxVZ",2023-03-10,1
Rep. Dotie Joseph,"Now, we've got the GOP trying to pull a move to villanize ESG like CRT. Never mind that we live in a ""free"" country… https://t.co/KcKxZ7Pmj6",2023-03-09,3
Rep. Dotie Joseph,RT @FLHouseDems: Leader Pro Tempore @RepDotieJoseph is now introducing former Caucus members to everyone in attendance and also reminding u…,2023-03-07,0
Rep. Dotie Joseph,"Democratic Caucus Leader Fentrice Driskell flipped a seat in 2018, and is the 1st Black woman to Lead a major party… https://t.co/zw2D67GthZ",2023-03-06,30
Rep. Dotie Joseph,"RT @FLHouseDems: #CelebrateWomenWhoTellOurStories

Today we celebrate Pro Leader Tempore @RepDotieJoseph. Thank you for your constant perse…",2023-03-05,0
Rep. Dotie Joseph,https://t.co/22c8osX4yO,2023-03-03,6
Rep. Dotie Joseph,RT @DadeDelegation: Welcome to March: Women’s History Month. #Dadedelegation https://t.co/nO6AEIFxYC,2023-03-02,0
Rep. Dotie Joseph,Closing out #BlackHistoryMonth highlighting the Democratic Leader Hakeem Jeffries of the U.S. House of Representati… https://t.co/OnaNFHc8PA,2023-03-01,2
Rep. Dotie Joseph,"RT @RitaForFlorida: I love Florida. Fiercely. I wasn’t born here, &amp; I didn’t spend my childhood here, but I grew up here.

Despite attempts…",2023-03-01,0
Rep. Dotie Joseph,"If you're a woman considering running for office, consider the Campaign School at Yale @TCSYale  

This nonpartisan… https://t.co/j5DFRFua3J",2023-02-27,12
Rep. Dotie Joseph,@kaylavanw @RuthsListFL https://t.co/rtocW1aA3i,2023-02-27,2
Rep. Dotie Joseph,https://t.co/r2KqPIfecP,2023-02-27,2
Rep. Dotie Joseph,"RT @RitaForFlorida: RIP T’Yonna Major, only nine years old. A precious baby who was described as having an infectious smile. 

Her life was…",2023-02-25,0
Rep. Dotie Joseph,https://t.co/4w60z1d0Gt,2023-02-24,5
Rep. Dotie Joseph,"Reserve your spot for ""A Closer Look At Where We Live: The Past, Present, and Future of our Community"" happening in… https://t.co/lnPYKaQqA1",2023-02-24,1
Rep. Dotie Joseph,"Both in the House, and in the Senate, Democrats are united in seeking legal protections so that women and men are t… https://t.co/uuUZ9nkbnf",2023-02-23,8
Rep. Dotie Joseph,"Kids need access to EVERY educational opportunity??

EXCEPT
- books we decided to ban
- AP classes on Af-Am history… https://t.co/pgmhMvi351",2023-02-22,3
Rep. Dotie Joseph,https://t.co/4kAMup02HY,2023-02-21,0
Rep. Dotie Joseph,https://t.co/xLpSFKoZbH,2023-02-20,6
Rep. Dotie Joseph,We fought valiantly to defend the dignity of #Immigrants. The GOP rubber stamped the Martha's Vineyard political st… https://t.co/4oQLPB93g6,2023-02-19,36
Rep. Dotie Joseph,https://t.co/9xflawcuxX,2023-02-17,3
Rep. Dotie Joseph,@VanessaBritoMia DM me your contact info and I'll be in touch ??,2023-02-17,0
Rep. Dotie Joseph,"RT @ProjectLincoln: The MAGA GOP's America is a place of hatred, division, conspiracy, and violence. But we stopped it once before, and we…",2023-02-16,0
Rep. Dotie Joseph,@VanessaBritoMia Very creative. Always looking for great talent on my team ??,2023-02-16,1
Rep. Dotie Joseph,"Sunday, check out the 2nd Annual Diversity of the Diaspora at #Brickell City Centre https://t.co/Oj3W8KDcfi https://t.co/MLGLE596gB",2023-02-16,2
Rep. Dotie Joseph,"This Saturday, check out the film screening and discussion of The Crucifixion of Colored Town: Mass Incarceration i… https://t.co/wVVM1yw2uK",2023-02-15,5
Rep. Dotie Joseph,"As some of us celebrate #ValentinesDay, others are commemorating the #Parklandshooting in Florida.

Meanwhile, help… https://t.co/7FuM6haAN6",2023-02-14,5
Rep. Dotie Joseph,@roberttwomey00 ????,2023-02-13,0
Rep. Dotie Joseph,@OldMehra ????,2023-02-13,0
Rep. Dotie Joseph,"Democrats, including Representative Dotie Joseph, say Florida should not spend money to move migrants from other st… https://t.co/kqMWSRpI4x",2023-02-13,5
Rep. Dotie Joseph,"A gift to the gun lobby, House Bill 543, will make Florida a much more dangerous place in which to live or visit, w… https://t.co/z0av2Iix1V",2023-02-12,51
Rep. Dotie Joseph,"Rep. Dotie Joseph, D-North Miami, proposed adding various training requirements to the measure, but the Republican-… https://t.co/picxmTnb9X",2023-02-11,8
Rep. Dotie Joseph,RT @AaronDTell: #Florida must do more to raise awareness for Alzheimer’s disease. Thank you @RepDotieJoseph &amp; Jack for your support towards…,2023-02-11,0
Rep. Dotie Joseph,@LawrenceBKLYNNY @GValimont @MomsDemand @SpencerRoachFL @Everytown @CarlosGSmith @ItoJamie @AnnaForFlorida @ShevrinJones #FACTS!!!!,2023-02-11,3
Rep. Dotie Joseph,@dawnbelue @MomsDemand https://t.co/5MT1icQwAZ,2023-02-11,1
Rep. Dotie Joseph,"RT @bertrhude: They get so upset when I say Haiti inspired the Négritude movement but even the non-Haitian co-founder Aimé Césaire said, “I…",2023-02-11,0
Rep. Dotie Joseph,@childrenstrust @JamesRHaj1 @MDCPS @SuptDotres @ThisIsUD @MiamiChamber @EquitableFin @BilzinLaw @fneigives Congratulations @JamesRHaj1 ????,2023-02-11,0
Rep. Dotie Joseph,RT @innocence: Today is International Day of Women and Girls in Science and we’re sharing the powerful stories of the inspiring #womeninsci…,2023-02-11,0
Rep. Dotie Joseph,https://t.co/nIujja87nK,2023-02-11,2
Rep. Dotie Joseph,Challenging #permitlesscarry which would allow people to carry firearms in public without any permit process--i.e.… https://t.co/JvCrbmCzJy,2023-02-11,31
Rep. Dotie Joseph,"Commenting on the issue, Rep. Dotie Joseph, D-North Miami made her opinions particularly clear:

“It makes no sense… https://t.co/D3zlNrR3CN",2023-02-10,11
Rep. Dotie Joseph,https://t.co/IFBzrG6T2n,2023-02-10,5
Rep. Dotie Joseph,"RT @FLHouseDems: Earlier this week, our Reps. sent a letter to the FHSAA expressing their disapproval. 

We thank the FHSAA for recognizing…",2023-02-10,0
Rep. Dotie Joseph,"RT @OrangeCoSheriff: . @SheriffMina: “In a world where my deputies’ heads are on a pivot, constantly looking out for active shooters, doing…",2023-02-10,0
Rep. Dotie Joseph,@khathaway1 @MomsDemand https://t.co/ItHpxT2B8R,2023-02-10,2
Rep. Dotie Joseph,@NovoDems @khathaway1 @MomsDemand https://t.co/fLRJBb6uDB,2023-02-10,4
Rep. Dotie Joseph,@KeepGunsoffCamp https://t.co/NprchBKuIs,2023-02-10,0
Rep. Dotie Joseph,@BigGreenPen Thanks...don't know how to be any other way ???? https://t.co/nQYvCaV3c2,2023-02-10,0
Rep. Dotie Joseph,"Joseph said the state has used funds to ship asylum seekers who have “legally entered this country.”

This new bill… https://t.co/qVv3WL0RFo",2023-02-08,3
Rep. Dotie Joseph,RT @khathaway1: Thank you @RepDotieJoseph! ??Your amendments to the permitless carry bill today are what the majority are screaming for. Tha…,2023-02-08,0
Rep. Dotie Joseph,"While Tallahassee tryrants are trying to pass permitless carry, which no one but the gun manufacturers want, this w… https://t.co/rg2SHac0q5",2023-02-08,12
Rep. Dotie Joseph,"@SLVN666 Thank you. ???? 
Rep.  @EdmondsJervonte did make some very good points ???? ... as did all of the members of o… https://t.co/FtNyjpgbDG",2023-02-08,4
Rep. Dotie Joseph,@Islander500 @MomsDemand @Fla_Pol @Everytown Our Caucus is doing our best ???? https://t.co/upSXiXf36R,2023-02-08,4
Rep. Dotie Joseph,@khathaway1 @GValimont @barefootchic @MomsDemand @SpencerRoachFL @Everytown @CarlosGSmith @ItoJamie @AnnaForFlorida… https://t.co/zhnHqxRbay,2023-02-08,18
Rep. Dotie Joseph,@ThisIsItYall ??,2023-02-08,1
Rep. Dotie Joseph,@JennMHoppe @GValimont @MomsDemand @SpencerRoachFL @Everytown @CarlosGSmith @ItoJamie @AnnaForFlorida @ShevrinJones I second that ????,2023-02-08,9
Rep. Dotie Joseph,@GValimont @MomsDemand @SpencerRoachFL @Everytown @CarlosGSmith @ItoJamie @AnnaForFlorida @ShevrinJones Thank you t… https://t.co/gikF0efVVz,2023-02-08,23
Rep. Dotie Joseph,@dawnbelue @CarlosGSmith @LindsayCrossFL @JohannaForFL @EdmondsJervonte @KWaldron4D93 @MomsDemand Doing our best ??? https://t.co/5pfciWEB1F,2023-02-08,2
Rep. Dotie Joseph,@Momof4DBboys Thank you ???? https://t.co/vVYsqROMo1,2023-02-08,1
Rep. Dotie Joseph,@LuluMcTavish https://t.co/LP3maxqUha,2023-02-08,1
Rep. Dotie Joseph,@WeisbrodPamela @MomsDemand ???? https://t.co/v8hLGWSybt,2023-02-08,0
Rep. Dotie Joseph,@flcope600 Thank you for your efforts in this struggle for a safer Florida for our children ???? https://t.co/vpNVyTieuY,2023-02-08,0
Rep. Dotie Joseph,@Islander500 @MomsDemand @Fla_Pol @Everytown Doing our best ???? https://t.co/h6AfwVENeR,2023-02-08,4
Rep. Dotie Joseph,@dawnbelue @MomsDemand It's my honor and privilege to be in this fight with you all. We can preserve our constituti… https://t.co/Ipc7SX6TCk,2023-02-08,5
Rep. Dotie Joseph,"Thank you for standing up, speaking up, and not letting the voice of responsible gun owners get drowned out (in the… https://t.co/VML0iMiRrm",2023-02-08,23
Rep. Dotie Joseph,"RT @CarlosGSmith: House Democrats, however, asked smart questions, filed amendments, debated and voted NO on this dangerous proposal. They…",2023-02-08,0
Rep. Dotie Joseph,"@ThisIsItYall @MomsDemand Thank you ????
We're doing our best.
#ElectionsHaveConsequences
Turnout is key ?? https://t.co/H3z8bhsIpm",2023-02-08,1
Rep. Dotie Joseph,"@SueBoynton4 Thank you. Now, if only our colleagues across the aisle, or the pharaoh of Florida, were impressed eno… https://t.co/LztUYZ5rxq",2023-02-08,2
Rep. Dotie Joseph,@GoghSee @GovRonDeSantis Agreed https://t.co/8FxQQHJzBx,2023-02-08,1
Rep. Dotie Joseph,@bethrain74 @MomsDemand Thank you ???? https://t.co/rxQc0Rg5Pv,2023-02-08,1
Rep. Dotie Joseph,@PreventGVFL Thank you.  The Democratic Caucus is doing our best to defend the rights of all Floridians to be healt… https://t.co/xrLP4ftRZ9,2023-02-08,1
Rep. Dotie Joseph,@Circus_Girl_ We've gotta at least try https://t.co/inwPZGhAsY,2023-02-08,1
Rep. Dotie Joseph,@breezybee97 https://t.co/2o7hEtXLPz,2023-02-08,1
Rep. Dotie Joseph,"Whether they want to admit it or not, skipping the screening component of the permit process currently required to… https://t.co/jQQSM5J9li",2023-02-08,11
Rep. Dotie Joseph,@AlyssaAckbar https://t.co/RcJX19eRFy,2023-02-08,1
Rep. Dotie Joseph,RT @CarlosGSmith: Ranking member @RepDotieJoseph addresses the complaints about current concealed carry training requirements not being str…,2023-02-08,0
Rep. Dotie Joseph,@EsqAj @kelsientaggart ????,2023-02-07,0
Rep. Dotie Joseph,https://t.co/iAwwh5r3gI,2023-02-07,28
Rep. Dotie Joseph,We need accountability on how our tax dollars are spent. Floridians have plenty of needs right here--affordable hou… https://t.co/4zgnjk4aZC,2023-02-07,12
Rep. Dotie Joseph,"I believe they had good intentions with the #BlackHistoryMonth police car, but we've got bigger fish to fry in Flor… https://t.co/LCQVWiWBFh",2023-02-06,4
Rep. Dotie Joseph,"RT @RepBarbaraLee: “You must never be fearful about what you are doing when it is right.”

110 years ago, Rosa Parks was born. In the fight…",2023-02-05,0
Rep. Dotie Joseph,"Order 4 free COVID-19 tests for your household at
https://t.co/WNExoOi2cA

While supplies last https://t.co/txGinnbSHe",2023-02-05,2
Rep. Dotie Joseph,https://t.co/KNkIYC3H26,2023-02-04,2
Rep. Dotie Joseph,https://t.co/ulOBOh80xO,2023-02-04,2
Rep. Dotie Joseph,https://t.co/zxhraQ8Ycs,2023-02-03,11
Rep. Dotie Joseph,Thanks to Opportunity Florida for celebrating #BlackHistoryMonth by honoring our Black Florida State Legislative of… https://t.co/IxJJiCn0F9,2023-02-02,3
Rep. Dotie Joseph,https://t.co/z3L9w7WuRx,2023-02-01,5
Rep. Dotie Joseph,"Beyond her distinguished legal career, and palpable concern for justice and fairness while uplifting dignity of tho… https://t.co/9CbprifUm0",2023-02-01,0
Rep. Dotie Joseph,"@BarronChanner Well...?? first, it would need to be a ""restaurant""...so there's that ??",2023-02-01,0
Rep. Dotie Joseph,https://t.co/ebZ0DPTbAY,2023-01-31,3
Rep. Dotie Joseph,"Congratulations to Paradis Books and Bread in the District, which was listed as one of the best restaurants in the… https://t.co/N09lt89ZxV",2023-01-31,15
Rep. Dotie Joseph,"Still processing the death of a veritable pillar of the legal community, U.S. District Court Judge Marcia Cooke, th… https://t.co/58ZEu5s5h9",2023-01-30,2
Rep. Dotie Joseph,"When I moved back to Miami, Judge Cooke was one of the first lawyers that guided me. There aren't that many… https://t.co/YgfNRZAwDB",2023-01-30,10
Rep. Dotie Joseph,"Democratic state Rep. Dotie Joseph said issues with Florida's Republican-backed law amount to either ""very bad over… https://t.co/n1oqg2m9SQ",2023-01-27,3
Rep. Dotie Joseph,"@RepDotieJoseph partnered with North Miami Vice Mayor &amp; @nhaeon Vice Mayor @MaryEstimeIrvin, the Haitian Lawyers As… https://t.co/2eUrgyQfgW",2023-01-23,4
Rep. Dotie Joseph,There is an amazing African art exhibit by @afrikinnation at the Scott Galvin Community Center--there were some pre… https://t.co/T12n9YYzWR,2023-01-22,5
Rep. Dotie Joseph,"@BarronChanner Yes, and North Miami recently had the grand opening--it's an old Johnson and Wales bldg: Scott Galvi… https://t.co/ym8fStbn5a",2023-01-22,1
Rep. Dotie Joseph,"@BarronChanner It doesn't exist yet, but the exhibit is on display at the Scott Galvin Community Center in North Miami",2023-01-22,0
Rep. Dotie Joseph,"Got a chance to support the first #Ayiti Music Hall of Fame Museum networking mixer, where you get to rub elbows wi… https://t.co/T2wWCCmrYh",2023-01-21,10
Rep. Dotie Joseph,https://t.co/iuVy8TxwhW,2023-01-19,1
Rep. Dotie Joseph,https://t.co/3MpG0sSjQt,2023-01-18,2
Rep. Dotie Joseph,https://t.co/btcqvLh149,2023-01-17,2
Rep. Dotie Joseph,"The Reverend Dr. Martin Luther King advocated for actual equality among all, and taking proactive measures to achie… https://t.co/gNPGsrXEUh",2023-01-17,11
Rep. Dotie Joseph,RT @childrenstrust: Trust staff joined community leaders to commemorate the 13th Anniversary of Haiti's Earthquake. This natural disaster k…,2023-01-16,0
Rep. Dotie Joseph,Not too late to join us at the seventh edition of the prestigious Haitian music awards tonight in North Miami Beach… https://t.co/DisAb44KX4,2023-01-14,3
Rep. Dotie Joseph,Florida communities mark 13 years since earthquake devastated Haiti https://t.co/th9aCcQS3B https://t.co/liu25CJxDD,2023-01-14,23
Rep. Dotie Joseph,https://t.co/ylocd2ulVc,2023-01-12,2
Rep. Dotie Joseph,https://t.co/1AxPxnxTCA,2023-01-12,5
Rep. Dotie Joseph,https://t.co/TeWxgJRSYz,2023-01-11,6
Rep. Dotie Joseph,https://t.co/UaeeVRloHk,2023-01-09,3
Rep. Dotie Joseph,Congratulations to our #LittleHaiti #soccer team--they won 2-1 in overtime last night and advance to the quarter fi… https://t.co/ZXyrF9T2jI,2023-01-08,44
Rep. Dotie Joseph,https://t.co/4CclkgodV6,2023-01-06,5
Rep. Dotie Joseph,"Happy New Year!

Wishing you prosperity and health in 2023--may your create the life you desire and deserve ??????

Ce… https://t.co/JjL87xL7Cu",2023-01-03,7
Rep. Dotie Joseph,@dscc Really wish Florida could have been on this list... don't give up on our state.,2022-12-30,2
Rep. Dotie Joseph,https://t.co/s44mgMmKdB,2022-12-29,7
Rep. Dotie Joseph,"Join the SFPOC on the 5th day of Kwanzaa - Nia, to celebrate our ""purpose"" to bring the community together across c… https://t.co/x2M0VavilX",2022-12-29,2
Rep. Dotie Joseph,Got plans January 1st? Join State Rep. @DotieJoseph as she delivers the keynote remarks at the annual #Haitian Inde… https://t.co/O0bYzPSqqW,2022-12-28,5
Rep. Dotie Joseph,"Happy #Kwanza

https://t.co/LjaPygxrV4 https://t.co/ftm2ez0AHH",2022-12-26,6
Rep. Dotie Joseph,"Democratic Rep. Dotie Joseph proposed an amendment freezing property insurance rates for a year, arguing that the l… https://t.co/hNdqC4dbE1",2022-12-26,9
Rep. Dotie Joseph,"Wishing you and yours a blessed and joyous holidays, and sending a ?? to those experiencing a tough time in this sea… https://t.co/zgLfDEpR0O",2022-12-25,7
Rep. Dotie Joseph,"RT @Gantt4Florida: You are cordially invited to join us for our swearing in ceremony. We couldn’t be here without our family, friends, neig…",2022-12-23,0
Rep. Dotie Joseph,https://t.co/DEqpph6VZm,2022-12-22,2
Rep. Dotie Joseph,https://t.co/QQA8vUU7A1,2022-12-21,0
Rep. Dotie Joseph,"NEED HOME REPAIRS in #NorthMiami?

@Nomi CRA has programs for painting and beautification for various homes in the… https://t.co/lrvVWXV3R4",2022-12-20,1
Rep. Dotie Joseph,https://t.co/ZcWyAimn2E,2022-12-19,3
Rep. Dotie Joseph,@VMEstimeIrvin @repcbenjamin @MayorDaniella @RepWilson @ShevrinJones @AlixDesulme @scottgalv @Councilwoman_KT… https://t.co/ITT5CSGjh6,2022-12-19,2
Rep. Dotie Joseph,"RT @SRFLDEC: All Floridians deserve the #freedom to a safe, secure, &amp; affordable home.
But the @FloridaGOP just gave a BILLION dollar bailo…",2022-12-18,0
Rep. Dotie Joseph,"Congrats to the Miami Central Rockets on 4-peat  State Championship (9th in 12 years), on their way to the national… https://t.co/eEbyGLel1G",2022-12-17,4
Rep. Dotie Joseph,RT @tomaskenn: Cc: Tesla shareholders. https://t.co/ugjSSZ1Ze3,2022-12-16,0
Representative Christine Hunschofsky,"RT @BrowardVotes: As we continue our #HSVRD to encourage young adults to vote, we’ve partnered up with a few local elected officials to sha…",2023-04-28,0
Representative Christine Hunschofsky,Great to see the amazing people from the South Florida Wellness Network here in Tallahassee for the first annual Re… https://t.co/ScoYtVTXu2,2023-04-24,6
Representative Christine Hunschofsky,Happy Earth Day! Beautiful narrated walk today at Fern Forest Nature Preserve in Coconut Creek to celebrate Earth D… https://t.co/CO2vrX5nLs,2023-04-22,22
Representative Christine Hunschofsky,RT @NoahFineberg: HB33 has officially passed the House! Congratulations to @RepHunschofsky and @TraciLKoster….now onto the Senate!,2023-04-20,0
Representative Christine Hunschofsky,"Our District Aide, Linda Beauport, is at @CityOfMargateFL City Hall today until 12pm. Please stop by with any quest… https://t.co/9v9ueYNwNP",2023-04-20,6
Representative Christine Hunschofsky,Happy Thursday! We will be debating and voting on lots of bills on the House Floor today including HB 33 and HB 655… https://t.co/xo2GLGUnwf,2023-04-20,10
Representative Christine Hunschofsky,RT @CoconutCreekFLA: Representative Hunschofsky's Flood-Resilient Infrastructure Bill Unanimously Passes House Floor https://t.co/A6IhNjWle…,2023-04-20,0
Representative Christine Hunschofsky,"The Commission on Mental Health and Substance Abuse is meeting today at 9am. The agenda is attached. 

You can list… https://t.co/raGAPF70bG",2023-04-19,5
Representative Christine Hunschofsky,Essential item distribution for those impacted by severe flooding in Broward County. https://t.co/OA3bfoiN8X,2023-04-18,3
Representative Christine Hunschofsky,"Today on Yom HaShoah, Holocaust Remembrance Day, we remember the the horrors of the Holocaust and the over six mill… https://t.co/YCpzoEBnQT",2023-04-18,10
Representative Christine Hunschofsky,"Join our District Aide, Linda Beauport, for mobile office hours at City of Margate, City Hall on Thursday, April 20… https://t.co/pwTl7NXM4b",2023-04-17,4
Representative Christine Hunschofsky,https://t.co/usjgdK9m4I,2023-04-17,1
Representative Christine Hunschofsky,Happy Monday! You can find information about all our meetings and bills at https://t.co/5MLeMTidQs and watch our me… https://t.co/OKAGLlnlPI,2023-04-17,8
Representative Christine Hunschofsky,"RT @browardschools: .@browardschools will resume normal operations on Monday, April 17, 2023. All school campuses and administrative office…",2023-04-16,0
Representative Christine Hunschofsky,RT @BrowardParks: I think I can. I think I can. I CAN catch the Tradewinds &amp; Atlantic model steam train this weekend @TradewindsPark! Satur…,2023-04-16,0
Representative Christine Hunschofsky,"RT @Michaeludine: Thank you.  This will enable us to work quicker with our State, Federal and local partners.  I have been in touch with @J…",2023-04-13,0
Representative Christine Hunschofsky,It’s @UF Day at the Capitol! Great to see Albert and Alberta in Tallahassee this morning. https://t.co/6e3V410ZiP,2023-04-12,44
Representative Christine Hunschofsky,"RT @CHunschofsky: @PeterSchorschFL @AlexWorkman Representatives @michellesalzman, @KWaldron4D93 and I were so glad we got to see the pengui…",2023-04-11,0
Representative Christine Hunschofsky,RT @RepHunschofsky: Our team was honored to attend the @AspenDental Coral Springs Ribbon Cutting and Grand Opening with the Coral Springs C…,2023-04-11,0
Representative Christine Hunschofsky,Our team was honored to attend the @AspenDental Coral Springs Ribbon Cutting and Grand Opening with the Coral Sprin… https://t.co/jYUMRxPcmc,2023-04-11,2
Representative Christine Hunschofsky,@FionaForFlorida Congratulations!,2023-04-11,0
Representative Christine Hunschofsky,Wishing a Happy and Blessed Easter to all who celebrate. https://t.co/s8Ek1vwOaj,2023-04-09,29
Representative Christine Hunschofsky,"As the week-long Jewish holiday of Passover begins, I would like to wish a Happy Passover to all who celebrate. Cha… https://t.co/3CXtsmRWcO",2023-04-05,11
Representative Christine Hunschofsky,Great to join the community and city officials at the @bsoparkland Coffee with a Cop at Parkland Bagels &amp; Deli. Man… https://t.co/4jt8PAvKCk,2023-04-05,13
Representative Christine Hunschofsky,It was an honor to sponsor Dr. Venkateswaran last week as the Doctor of the Day in the Florida House. She and Dr. D… https://t.co/OvOZ4ODveY,2023-04-03,10
Representative Christine Hunschofsky,Twinning today with my legislative aide @ziongatesnorris. Happy Phi Beta Sigma Day at the Florida Capitol! https://t.co/zrbKuYBmCo,2023-03-30,25
Representative Christine Hunschofsky,@duanethwaites @Volzie @FLRightsRestore Great to see you too!,2023-03-30,0
Representative Christine Hunschofsky,Great to see @Volzie and Duane from @FLRightsRestore today at the Capitol. Thank you both for all you do to help ou… https://t.co/VxBx3UkwTe,2023-03-29,20
Representative Christine Hunschofsky,Beautiful morning at the inaugural #Swim4Nick 5k/10k run honoring MSD student and swimmer Nicholas Dworet and raisi… https://t.co/H0xmAmxPB1,2023-03-26,17
Representative Christine Hunschofsky,Wishing everyone observing #Ramadan a meaningful and peaceful month. https://t.co/TLXD8o2RRQ,2023-03-23,4
Representative Christine Hunschofsky,Busy day! Grateful my bill HB165 which legalizes fentanyl test strips passed its final committee earlier this morni… https://t.co/dgGyLY02TF,2023-03-23,42
Representative Christine Hunschofsky,Good morning from chilly Tallahassee! 37 degrees on my walk to the Capitol this morning. Things are moving quickly… https://t.co/7T5lOv83wm,2023-03-20,16
Representative Christine Hunschofsky,"Honored to attend the 2023 Broward County Women's Hall of Fame Induction
today to celebrate the new inductees:

Tob… https://t.co/5GTSfDUGAO",2023-03-19,16
Representative Christine Hunschofsky,"Beautiful morning with my Mom at the Coral Springs Festival of the Arts! Lots of artwork, jewelry, crafts, food, an… https://t.co/8lOXKj8kTV",2023-03-18,14
Representative Christine Hunschofsky,@ariodzernbc6 @slodzer @jamie_odzer @UMiamiHealth @BrownMedicine Congratulations!!,2023-03-18,2
Representative Christine Hunschofsky,Always great to see friendly faces from District 95 in Tallahassee. This week it was especially wonderful to see tw… https://t.co/lfm2kipHn2,2023-03-18,22
Representative Christine Hunschofsky,Happy St. Patrick’s Day! ?? https://t.co/aYcAjHR9gH,2023-03-17,17
Representative Christine Hunschofsky,@JudgeWren @kiphuntermktg @211Broward @GailMoo22157159 @NSUFlorida @Michaeludine @UnitedWayBC @DrStevenRonik Congratulations!,2023-03-15,1
Representative Christine Hunschofsky,Tonight it is time to spring forward and move the clocks ahead one hour to begin Daylight Savings Time. It’s also a… https://t.co/oBnoxOVvyE,2023-03-12,7
